date,home_team,away_team,home_goals,away_goals,status,season
2023-11-09T00:30:00+00:00,Flamengo,Palmeiras,3,0,Match Finished,2023
2023-11-09T22:00:00+00:00,Corinthians,Atletico-MG,1,1,Match Finished,2023
2023-11-09T22:00:00+00:00,Goias,Santos,0,1,Match Finished,2023
2023-11-09T23:00:00+00:00,Bahia,Cuiaba,0,3,Match Finished,2023
2023-11-09T23:00:00+00:00,Botafogo,Gremio,3,4,Match Finished,2023
2023-11-11T19:00:00+00:00,Coritiba,Cruzeiro,1,0,Match Finished,2023
2023-11-11T21:30:00+00:00,Flamengo,Fluminense,1,1,Match Finished,2023
2023-11-12T00:00:00+00:00,Palmeiras,Internacional,3,0,Match Finished,2023
2023-11-12T19:00:00+00:00,Gremio,Corinthians,0,1,Match Finished,2023
2023-11-12T19:00:00+00:00,RB Bragantino,Botafogo,2,2,Match Finished,2023
2023-11-12T21:30:00+00:00,Bahia,Atletico Paranaense,1,1,Match Finished,2023
2023-11-12T21:30:00+00:00,Santos,Sao Paulo,0,0,Match Finished,2023
2023-11-12T21:30:00+00:00,Vasco DA Gama,America Mineiro,2,1,Match Finished,2023
2023-11-12T21:30:00+00:00,Atletico-MG,Goias,2,1,Match Finished,2023
2023-11-12T21:30:00+00:00,Cuiaba,Fortaleza EC,2,1,Match Finished,2023
2023-11-18T21:30:00+00:00,Fortaleza EC,Cruzeiro,0,1,Match Finished,2023
2023-11-22T22:00:00+00:00,Cruzeiro,Vasco DA Gama,2,2,Match Finished,2023
2023-11-23T00:30:00+00:00,Fluminense,Sao Paulo,1,0,Match Finished,2023
2023-11-23T22:00:00+00:00,Fortaleza EC,Botafogo,2,2,Match Finished,2023
2023-11-24T00:30:00+00:00,Flamengo,RB Bragantino,1,0,Match Finished,2023
2023-11-25T00:00:00+00:00,Corinthians,Bahia,1,5,Match Finished,2023
2023-11-25T22:30:00+00:00,Atletico Paranaense,Vasco DA Gama,0,0,Match Finished,2023
2023-11-26T00:00:00+00:00,Fluminense,Coritiba,2,1,Match Finished,2023
2023-11-26T19:00:00+00:00,Botafogo,Santos,1,1,Match Finished,2023
2023-11-26T19:00:00+00:00,Atletico-MG,Gremio,3,0,Match Finished,2023
2023-11-26T21:30:00+00:00,Internacional,RB Bragantino,1,0,Match Finished,2023
2023-11-26T21:30:00+00:00,America Mineiro,Flamengo,0,3,Match Finished,2023
2023-11-26T21:30:00+00:00,Sao Paulo,Cuiaba,0,0,Match Finished,2023
2023-11-26T21:30:00+00:00,Fortaleza EC,Palmeiras,2,2,Match Finished,2023
2023-11-28T00:00:00+00:00,Goias,Cruzeiro,0,1,Match Finished,2023
2023-11-29T00:30:00+00:00,Vasco DA Gama,Corinthians,2,4,Match Finished,2023
2023-11-29T22:00:00+00:00,Santos,Fluminense,0,3,Match Finished,2023
2023-11-29T22:30:00+00:00,Flamengo,Atletico-MG,0,3,Match Finished,2023
2023-11-29T23:00:00+00:00,Bahia,Sao Paulo,0,1,Match Finished,2023
2023-11-29T23:00:00+00:00,Cuiaba,Internacional,0,2,Match Finished,2023
2023-11-30T00:30:00+00:00,Palmeiras,America Mineiro,4,0,Match Finished,2023
2023-11-30T00:30:00+00:00,Coritiba,Botafogo,1,1,Match Finished,2023
2023-11-30T22:00:00+00:00,Gremio,Goias,2,1,Match Finished,2023
2023-11-30T23:00:00+00:00,Cruzeiro,Atletico Paranaense,1,1,Match Finished,2023
2023-11-30T23:30:00+00:00,RB Bragantino,Fortaleza EC,1,2,Match Finished,2023
2023-12-02T21:00:00+00:00,Corinthians,Internacional,1,2,Match Finished,2023
2023-12-03T00:00:00+00:00,Atletico-MG,Sao Paulo,2,1,Match Finished,2023
2023-12-03T19:00:00+00:00,Palmeiras,Fluminense,1,0,Match Finished,2023
2023-12-03T19:00:00+00:00,Flamengo,Cuiaba,2,1,Match Finished,2023
2023-12-03T21:30:00+00:00,Botafogo,Cruzeiro,0,0,Match Finished,2023
2023-12-03T21:30:00+00:00,America Mineiro,Bahia,3,2,Match Finished,2023
2023-12-03T21:30:00+00:00,Gremio,Vasco DA Gama,1,0,Match Finished,2023
2023-12-03T21:30:00+00:00,Atletico Paranaense,Santos,3,0,Match Finished,2023
2023-12-03T21:30:00+00:00,Fortaleza EC,Goias,1,0,Match Finished,2023
2023-12-03T21:30:00+00:00,RB Bragantino,Coritiba,1,0,Match Finished,2023
2023-12-06T22:00:00+00:00,Goias,America Mineiro,1,0,Match Finished,2023
2023-12-07T00:30:00+00:00,Bahia,Atletico-MG,4,1,Match Finished,2023
2023-12-07T00:30:00+00:00,Internacional,Botafogo,3,1,Match Finished,2023
2023-12-07T00:30:00+00:00,Fluminense,Gremio,2,3,Match Finished,2023
2023-12-07T00:30:00+00:00,Sao Paulo,Flamengo,1,0,Match Finished,2023
2023-12-07T00:30:00+00:00,Santos,Fortaleza EC,1,2,Match Finished,2023
2023-12-07T00:30:00+00:00,Vasco DA Gama,RB Bragantino,2,1,Match Finished,2023
2023-12-07T00:30:00+00:00,Cruzeiro,Palmeiras,1,1,Match Finished,2023
2023-12-07T00:30:00+00:00,Coritiba,Corinthians,0,2,Match Finished,2023
2023-12-07T00:30:00+00:00,Cuiaba,Atletico Paranaense,3,0,Match Finished,2023
